#Overview of data in ClinVar by gene, dated March 2, 2020
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
AKR1C4	1109	41	40	6	-	600451	3	0
AKR1D1	6718	145	131	106	8	604741	63	6
AKR1E2	83592	38	38	3	-	617451	3	0
AKR7A2	8574	18	18	1	-	603418	4	0
AKR7A3	22977	22	22	4	-	608477	4	0
AKR7L	246181	17	17	-	-	608478	4	0
AKT1	207	262	226	200	5	164730	67	4
AKT1S1	84335	9	9	2	-	610221	1	0
AKT2	208	45	40	34	4	164731	3	0
AKT3	10000	174	160	56	15	611223	23	0
AKTIP	64400	20	20	1	-	608483	5	0
ALAD	210	123	114	89	6	125270	46	3
ALAS1	211	10	10	1	-	125290	-	-
ALAS2	212	251	218	116	27	301300	16	3
ALB	213	129	121	114	9	103600	22	5
ALCAM	214	24	24	7	1	601662	2	0
ALDH16A1	126133	12	12	3	-	613358	1	0
ALDH18A1	5832	273	213	245	25	138250	80	14
ALDH1A1	216	45	44	4	-	100640	1	0
ALDH1A2	8854	20	20	5	-	603687	1	0
ALDH1A3	220	132	130	47	9	600463	14	0
ALDH1B1	219	87	84	25	1	100670	11	0
ALDH1L1	10840	32	32	15	-	600249	7	0
ALDH1L1-AS1	100874204	8	8	-	-	-	1	0
ALDH1L1-AS2	100862662	7	7	-	-	-	2	0
ALDH1L2	160428	12	12	-	-	613584	3	0
ALDH2	217	41	37	17	-	100650	3	0
ALDH3A1	218	114	114	8	-	100660	8	0
ALDH3A2	224	322	270	213	82	609523	47	6
ALDH3B1	221	7	7	-	-	600466	-	-
ALDH3B2	222	17	17	-	-	601917	4	0
ALDH4A1	8659	144	123	127	5	606811	50	15
ALDH5A1	7915	310	236	298	22	610045	123	11
ALDH6A1	4329	76	69	57	6	603178	24	3
ALDH7A1	501	550	396	528	55	107323	152	25
ALDH8A1	64577	14	14	2	1	606467	-	-
ALDH9A1	223	21	21	2	-	602733	2	0
ALDOA	226	318	295	79	4	103850	38	3
ALDOB	229	279	176	246	43	612724	47	17
ALDOC	230	11	11	1	-	103870	-	-
ALG1	56052	215	156	182	46	605907	24	3
ALG10	84920	42	42	4	2	618355	5	0
ALG10B	144245	15	15	-	-	603313	3	0
ALG11	440138	141	118	88	11	613666	30	2
ALG12	79087	247	215	138	13	607144	51	8
ALG13	79868	505	403	343	6	300776	81	19
ALG14	199857	46	40	37	2	612866	17	2
ALG14-AS1	101928098	10	8	-	1	-	3	0
ALG1L	200810	14	14	-	-	-	4	0
ALG1L2	644974	16	16	-	-	-	5	0
ALG2	85365	178	139	144	5	607905	50	6
ALG3	10195	129	103	89	15	608750	23	11
ALG5	29880	38	38	-	1	604565	-	-
ALG6	29929	220	161	196	29	604566	54	9
ALG8	79053	116	83	104	10	608103	25	11
ALG9	79796	161	131	147	6	606941	72	3
ALK	238	1493	1154	1448	33	105590	671	22
ALKAL1	389658	56	56	-	3	-	16	0
ALKAL2	285016	52	52	-	-	-	11	0
ALKBH1	8846	23	23	-	-	605345	5	0
ALKBH2	121642	16	16	-	-	610602	2	0
ALKBH3	221120	17	17	-	-	610603	2	0
ALKBH3-AS1	100507300	8	8	-	-	-	1	0
ALKBH4	54784	19	19	-	-	613302	1	0
ALKBH5	54890	114	114	-	-	613303	1	0
ALKBH6	84964	12	12	-	-	613304	2	0
ALKBH7	84266	10	10	-	-	613305	1	0
ALKBH8	91801	17	17	4	2	613306	2	0
ALLC	55821	40	40	2	-	612396	6	0
ALMS1	7840	2106	1510	2084	226	606844	702	66
ALMS1-IT1	100874291	2	2	-	-	-	-	-
ALOX12	239	22	22	3	-	152391	4	0
ALOX12-AS1	100506713	13	13	-	-	-	2	0
ALOX12B	242	147	123	125	32	603741	52	11
ALOX15	246	47	47	13	-	152392	11	0
ALOX15B	247	26	26	6	-	603697	6	0
ALOX5	240	28	27	11	-	152390	3	0
ALOX5AP	241	35	35	3	-	603700	1	0
ALOXE3	59344	125	108	101	19	607206	41	10
ALPG	251	45	45	11	-	171810	2	0
ALPI	248	28	28	-	-	171740	2	0
ALPK1	80216	23	23	6	1	607347	3	0
ALPK2	115701	66	64	4	-	-	3	0
ALPK3	57538	268	241	220	19	617608	66	3
ALPL	249	423	267	385	88	171760	85	12
ALPP	250	49	49	15	-	171800	2	0
ALS2	57679	371	252	332	43	606352	98	12
ALS2CL	259173	9	9	1	-	612402	1	0
ALX1	8092	32	28	13	1	601527	8	1
ALX3	257	37	35	20	8	606014	1	0
ALX4	60529	175	172	155	15	605420	62	0
ALYREF	10189	30	30	-	-	604171	2	0
AMACR	23600	181	118	151	3	604489	54	7
AMBN	258	32	32	13	2	601259	3	0
AMBP	259	36	35	1	-	176870	1	0
AMBRA1	55626	20	20	4	-	611359	7	0
AMD1	262	21	21	-	-	180980	4	0
AMDHD1	144193	8	8	-	-	-	-	-
AMDHD2	51005	38	38	-	-	-	9	0
AMELX	265	198	194	26	13	300391	7	0
AMELY	266	67	67	-	-	410000	4	0
AMER1	139285	229	207	88	17	300647	12	1
AMER2	219287	29	29	-	-	614659	2	0
AMER3	205147	53	52	-	-	-	24	0
AMFR	267	26	26	3	-	603243	10	0
AMH	268	63	54	36	5	600957	6	0
AMHR2	269	27	26	14	7	600956	2	0
AMIGO1	57463	17	17	1	-	615689	1	0
AMIGO2	347902	10	10	1	-	615690	1	0
AMIGO3	386724	8	8	-	-	615691	-	-
AMMECR1	9949	177	172	12	6	300195	8	0
AMMECR1L	83607	18	18	1	-	-	1	0
AMN	81693	116	110	62	28	605799	14	1
AMN1	196394	29	29	-	-	-	3	0
AMOT	154796	173	169	12	1	300410	7	0
AMOTL1	154810	24	24	6	-	614657	4	0
AMOTL2	51421	18	18	3	-	614658	1	0
AMPD1	270	150	101	139	2	102770	49	15
AMPD2	271	88	82	72	16	102771	16	3
AMPD3	272	91	82	78	1	102772	42	4
AMPH	273	42	42	11	1	600418	-	-
AMT	275	212	157	202	52	238310	62	10
AMTN	401138	21	21	2	1	610912	3	0
AMY1A	276	46	43	2	-	104700	7	0
AMY1B	277	32	32	-	-	104701	7	0
AMY1C	278	32	32	-	-	104702	7	0
AMY2A	279	48	45	3	-	104650	8	0
AMY2B	280	34	34	1	-	104660	9	0
AMZ1	155185	61	61	13	-	615168	5	0
AMZ2	51321	18	18	2	-	615169	2	0
ANAPC1	64682	76	71	22	6	608473	22	0
ANAPC10	10393	25	25	-	1	613745	1	0
ANAPC11	51529	33	33	-	-	614534	2	0
ANAPC13	25847	16	16	-	-	614484	1	0
ANAPC15	25906	66	53	-	3	614717	33	0
ANAPC16	119504	13	13	-	-	613427	-	-
ANAPC2	29882	62	61	3	-	606946	4	0
ANAPC4	29945	26	26	-	-	606947	-	-
ANAPC5	51433	17	17	-	1	606948	2	0
ANAPC7	51434	8	8	-	-	606949	-	-
ANG	283	70	59	45	8	105850	17	2
ANGEL1	23357	21	21	-	1	-	4	0
ANGEL2	90806	20	20	-	-	-	7	0
ANGPT1	284	48	48	4	1	601667	6	0
ANGPT2	285	135	127	14	-	601922	15	0
ANGPT4	51378	54	54	3	-	603705	10	0
ANGPTL1	9068	21	21	1	-	603874	-	-
ANGPTL2	23452	34	33	-	-	605001	-	-
ANGPTL3	27329	37	36	11	7	604774	4	0
ANGPTL4	51129	15	15	8	-	605910	-	-
ANGPTL5	253935	18	18	2	-	607666	2	0
ANGPTL6	83854	12	12	4	-	609336	1	0
ANGPTL7	10218	39	39	-	-	618517	6	0
ANGPTL8	55908	11	11	-	-	616223	1	0
ANHX	647589	2	2	-	1	-	-	-
ANK1	286	405	302	347	24	612641	89	16
ANK2	287	1677	1018	1632	7	106410	495	73
ANK3	288	370	300	338	3	600465	133	17
ANK3-DT	105378320	6	6	-	-	-	1	0
ANKAR	150709	40	40	15	1	609803	-	-
ANKDD1A	348094	17	17	-	-	-	2	0
ANKDD1B	728780	20	20	11	-	-	3	0
ANKEF1	63926	26	26	-	-	-	2	0
ANKFN1	162282	12	12	-	-	-	1	0
ANKFY1	51479	47	47	2	1	607927	15	0
ANKH	56172	422	260	334	13	605145	68	2
ANKHD1	54882	18	18	1	-	610500	2	0
ANKHD1-EIF4EBP3	404734	18	18	-	-	-	2	0
ANKIB1	54467	26	19	1	-	-	3	0
ANKK1	255239	33	26	22	-	608774	2	0
ANKLE1	126549	22	22	5	-	-	6	0
ANKLE2	23141	79	77	43	4	616062	14	0
ANKMY1	51281	88	88	5	2	-	3	0
ANKMY2	57037	39	39	1	-	-	4	0
ANKRA2	57763	7	7	-	-	605787	1	0
ANKRD1	27063	311	166	300	2	609599	86	16
ANKRD10	55608	93	93	-	1	-	6	0
ANKRD10-IT1	100505494	90	90	-	-	-	6	0
ANKRD11	29123	753	583	639	174	611192	104	9
ANKRD12	23253	86	81	1	-	610616	6	0
ANKRD13A	88455	9	9	-	-	615123	1	0
ANKRD13B	124930	9	9	-	-	615124	-	-
ANKRD13C	81573	26	26	-	-	615125	2	0
ANKRD13D	338692	12	12	1	-	615126	2	0
ANKRD16	54522	33	33	-	-	618017	3	0
ANKRD17	26057	25	25	3	-	615929	8	0
ANKRD18A	253650	74	72	13	-	-	1	0
ANKRD18B	441459	65	63	-	1	-	-	-
ANKRD2	26287	17	17	4	-	610734	-	-
ANKRD20A1	84210	44	43	-	-	-	-	-
ANKRD20A4-ANKRD20A20P	110006327	22	21	-	-	-	-	-
ANKRD22	118932	14	14	-	-	-	3	0
ANKRD23	200539	43	43	-	-	610736	19	0
ANKRD24	170961	19	19	-	-	-	3	0
ANKRD26	22852	180	141	164	16	610855	57	5
ANKRD27	84079	13	13	-	-	-	2	0
ANKRD28	23243	27	27	-	-	611122	1	0
ANKRD29	147463	37	35	-	-	-	2	0
ANKRD30A	91074	21	21	1	-	610856	4	0
ANKRD30B	374860	86	84	1	-	616565	6	0
ANKRD30BL	554226	5	5	-	-	-	2	0
ANKRD31	256006	13	13	6	-	618423	1	0
ANKRD33	341405	10	10	-	-	-	2	0
ANKRD33B	651746	98	98	-	-	-	4	0
ANKRD34A	284615	174	171	-	1	-	48	0
ANKRD34B	340120	11	11	-	-	618581	5	0
ANKRD34C	390616	18	18	-	-	-	1	0
ANKRD34C-AS1	729911	4	4	-	-	-	-	-
ANKRD35	148741	172	169	-	-	-	47	0
ANKRD36	375248	36	36	-	1	-	12	0
ANKRD36B	57730	27	27	-	2	-	5	0
ANKRD36C	400986	39	39	2	3	-	15	0
ANKRD37	353322	116	116	-	-	-	13	0
ANKRD39	51239	43	43	-	-	-	19	0
ANKRD40	91369	11	11	-	-	-	-	-
ANKRD40CL	55018	4	4	-	-	-	-	-
ANKRD42	338699	13	13	-	-	-	2	0
ANKRD44	91526	27	27	-	1	-	1	0
ANKRD44-AS1	101927596	13	13	-	-	-	-	-
ANKRD44-IT1	101927547	13	13	-	-	-	-	-
ANKRD45	339416	27	27	-	-	618712	1	0
ANKRD46	157567	31	31	-	-	-	-	-
ANKRD49	54851	22	22	-	-	-	8	0
ANKRD50	57182	25	25	-	-	-	3	0
ANKRD52	283373	8	8	2	-	-	-	-
ANKRD53	79998	12	12	-	-	617009	3	0
ANKRD54	129138	26	25	1	-	613383	1	0
ANKRD55	79722	20	20	5	-	615189	3	0
ANKRD6	22881	29	29	5	-	610583	6	0
ANKRD60	140731	13	13	-	-	-	-	-
ANKRD61	100310846	18	18	-	-	-	2	0
ANKRD62	342850	73	69	-	2	-	2	0
ANKRD63	100131244	10	10	-	-	-	1	0
ANKRD65	441869	135	133	-	-	-	17	0
ANKRD66	100287718	11	11	-	-	-	-	-
ANKRD7	56311	22	22	-	-	610731	1	0
ANKRD9	122416	44	44	-	-	618605	5	0
ANKS1A	23294	25	25	8	-	608994	5	0
ANKS1B	56899	52	52	16	-	607815	10	0
ANKS3	124401	37	37	8	1	617310	6	0
ANKS4B	257629	19	19	-	-	609901	6	0
ANKS6	203286	154	135	121	9	615370	26	2
ANKUB1	389161	10	10	-	-	-	-	-
ANKZF1	55139	32	32	8	-	617541	3	0
ANLN	54443	43	41	20	2	616027	7	0
ANO1	55107	20	20	10	-	610108	2	0
ANO10	55129	175	123	146	21	613726	59	8
ANO2	57101	61	61	2	4	610109	3	0
ANO3	63982	119	112	73	9	610110	42	0
ANO3-AS1	105376599	7	7	-	-	-	1	0
ANO4	121601	16	16	2	-	610111	3	0
ANO5	203859	944	532	903	75	608662	306	35
ANO6	196527	30	29	16	2	608663	3	0
ANO7	50636	113	113	22	-	605096	5	0
ANO8	57719	19	19	-	-	610216	7	0
ANO9	338440	40	40	3	-	-	3	0
ANOS1	3730	342	322	95	40	300836	63	2
ANP32A	8125	16	16	2	-	600832	1	0
ANP32A-IT1	80035	2	2	-	-	-	-	-
ANP32B	10541	35	34	3	-	-	-	-
ANP32C	23520	42	42	-	-	606877	3	0
ANP32D	23519	9	9	-	-	606878	1	0
ANP32E	81611	9	9	-	-	609611	1	0
ANPEP	290	53	53	16	1	151530	2	0
ANTKMT	65990	71	71	-	-	618566	7	0
ANTXR1	84168	27	23	14	7	606410	-	-
ANTXR2	118429	94	85	67	20	608041	20	3
ANTXRL	195977	56	56	-	-	-	3	0
ANXA1	301	49	48	7	-	151690	3	0
ANXA10	11199	50	50	2	2	608008	3	0
ANXA11	311	46	46	9	4	602572	9	0
ANXA13	312	38	38	-	-	602573	1	0
ANXA2	302	14	14	-	-	151740	-	-
ANXA2R	389289	21	21	-	-	611296	3	0
ANXA3	306	18	18	3	-	106490	2	0
ANXA4	307	13	13	2	-	106491	1	0
ANXA5	308	24	24	4	-	131230	4	0
ANXA6	309	20	20	7	-	114070	-	-
ANXA7	310	17	17	2	-	186360	1	0
ANXA8	653145	101	101	-	-	602396	10	0
ANXA8L1	728113	105	104	-	-	-	9	0
ANXA9	8416	9	9	-	1	603319	-	-
AOAH	313	20	20	-	-	102593	1	0
AOAH-IT1	100874264	7	7	-	-	-	-	-
AOC1	26	70	70	3	1	104610	4	0
AOC2	314	10	10	2	-	602268	-	-
AOC3	8639	18	18	10	-	603735	-	-
AOPEP	84909	644	421	1	60	-	192	0
AOX1	316	41	41	13	-	602841	3	0
AP1AR	55435	16	16	1	-	610851	3	0
AP1B1	162	34	33	6	5	600157	3	0
AP1G1	164	35	35	1	-	603533	6	0
AP1G2	8906	19	19	-	-	603534	2	0
AP1M1	8907	13	13	-	-	603535	1	0
AP1M2	10053	15	15	-	-	607309	2	0
AP1S1	1174	31	31	9	5	603531	2	0
AP1S2	8905	202	192	24	11	300629	13	0
AP1S3	130340	30	29	3	-	615781	1	0
AP2A1	160	9	9	2	-	601026	1	0
AP2A2	161	31	31	-	-	607242	6	0
AP2B1	163	9	9	1	-	601025	2	0
AP2M1	1173	34	34	2	1	601024	1	0
AP2S1	1175	24	20	11	3	602242	6	0
AP3B1	8546	245	164	235	14	603401	70	19
AP3B2	8120	90	86	51	9	602166	14	2
AP3D1	8943	86	86	61	1	607246	8	0
AP3M1	26985	24	24	-	-	610366	8	0
AP3M2	10947	40	40	-	-	610469	2	0
AP3S1	1176	29	29	1	-	601507	2	0
AP3S2	10239	38	38	-	-	602416	2	0
AP4B1	10717	177	123	165	18	607245	55	6
AP4B1-AS1	100287722	136	92	-	9	-	39	0
AP4E1	23431	200	161	171	8	607244	55	5
AP4M1	9179	162	136	124	18	602296	37	5
AP4S1	11154	73	57	52	11	607243	9	4
AP5B1	91056	13	13	5	-	614367	4	0
AP5M1	55745	11	11	-	-	614368	1	0
AP5S1	55317	32	32	-	-	614824	7	0
AP5Z1	9907	463	381	401	15	613653	157	23
APAF1	317	24	24	12	-	602233	5	0
APBA1	320	53	52	1	2	602414	2	0
APBA2	321	151	148	26	11	602712	31	0
APBA3	9546	21	21	-	-	604262	4	0
APBB1	322	25	25	7	-	602709	2	0
APBB1IP	54518	17	17	4	-	609036	1	0
APBB2	323	18	18	1	-	602710	1	0
APBB3	10307	19	19	-	-	602711	2	0
APC	324	11236	6163	10281	881	611731	2949	198
APC2	10297	154	151	107	6	612034	13	1
APCDD1	147495	88	83	5	1	607479	5	0
APCDD1L	164284	15	15	-	-	-	2	0
APCDD1L-DT	149773	6	6	-	-	-	-	-
APCS	325	9	9	-	-	104770	-	-
APEH	327	8	8	-	-	102645	-	-
APELA	100506013	19	19	2	-	615594	2	0
APEX1	328	32	32	9	-	107748	2	0
APEX2	27301	140	136	5	-	300773	2	0
APH1A	51107	9	9	-	-	607629	1	0
APH1B	83464	10	10	-	-	607630	-	-
API5	8539	15	15	-	-	609774	1	0
APIP	51074	37	35	-	-	612491	9	0
APLF	200558	12	12	-	-	611035	-	-
APLN	8862	171	167	-	-	300297	4	0
APLNR	187	13	13	4	-	600052	2	0
APLP1	333	11	11	1	-	104775	1	0
APLP2	334	76	76	3	-	104776	-	-
APMAP	57136	20	20	-	-	615884	3	0
APOA1	335	84	66	62	28	107680	10	0
APOA1-AS	104326055	50	38	-	17	-	8	0
APOA2	336	31	28	15	2	107670	9	2
APOA4	337	27	27	9	2	107690	2	0
APOA5	116519	38	32	26	3	606368	3	0
APOB	338	2328	1137	2285	72	107730	499	143
APOB-ICR	106633812	10	10	-	-	-	-	-
APOB3'MAR	106632268	42	29	-	1	-	15	0
APOBEC1	339	43	43	-	-	600130	3	0
APOBEC2	10930	9	9	1	-	604797	-	-
APOBEC3A	200315	28	27	-	-	607109	2	0
APOBEC3B	9582	30	29	2	-	607110	2	0
APOBEC3B-AS1	100874530	8	7	-	-	-	-	-
APOBEC3C	27350	23	22	1	-	607750	3	0
APOBEC3D	140564	24	23	-	-	609900	3	0
APOBEC3F	200316	31	30	6	-	608993	3	0
APOBEC3G	60489	20	19	-	-	607113	2	0
APOBEC3H	164668	20	19	1	1	610976	2	0
APOBEC4	403314	27	27	4	-	609908	2	0
APOBR	55911	61	61	3	-	605220	12	0
APOC1	341	9	9	-	-	107710	2	0
APOC2	344	50	38	41	12	608083	12	1
APOC3	345	35	27	15	5	107720	2	0
APOC4	346	9	9	-	-	600745	2	0
APOC4-APOC2	100533990	35	26	-	9	-	10	0
APOD	347	45	45	2	-	107740	2	0
APOE	348	76	60	67	30	107741	4	1
APOF	319	7	7	1	-	107760	-	-
APOH	350	28	28	9	2	138700	3	0
APOL1	8542	50	46	19	2	603743	7	0
APOL2	23780	32	31	1	-	607252	6	0
APOL3	80833	32	31	9	-	607253	2	0
APOL4	80832	23	22	-	-	607254	1	0
APOL5	80831	22	21	2	-	607255	-	-
APOL6	80830	20	19	-	-	607256	-	-
APOLD1	81575	41	41	-	-	612456	3	0
APOM	55937	9	9	-	-	606907	2	0
APOO	79135	159	155	1	-	300753	5	0
APOOL	139322	149	145	1	-	300955	5	0
APP	351	252	192	182	19	104760	51	5
APPBP2	10513	23	23	-	-	605324	3	0
APPL1	26060	14	14	6	2	604299	-	-
APPL2	55198	13	13	-	1	606231	3	0
APRT	353	130	108	58	11	102600	14	2
APTR	100505854	9	9	-	-	616048	1	0
APTX	54840	244	157	174	20	606350	27	6
AQP1	358	24	24	3	1	107776	2	0
AQP10	89872	10	10	1	-	606578	1	0
AQP11	282679	9	9	-	-	609914	2	0
AQP12A	375318	89	89	-	-	609789	6	0
AQP12B	653437	88	88	-	-	-	6	0
AQP2	359	146	128	125	27	107777	33	1
AQP3	360	66	64	2	-	600170	-	-
AQP4	361	39	37	8	1	600308	1	0
AQP4-AS1	147429	21	19	-	-	-	-	-
AQP5	362	31	31	9	5	600442	2	0
AQP6	363	12	12	4	-	601383	2	0
AQP7	364	73	71	8	-	602974	1	0
AQP8	343	30	30	4	-	603750	3	0
AQP9	366	16	16	-	-	602914	2	0
AQR	9716	16	16	-	-	610548	1	0
AR	367	430	370	283	157	313700	42	4
ARAF	369	161	150	3	3	311010	3	0
ARAP1	116985	13	13	6	-	606646	-	-
ARAP1-AS2	100506020	8	8	-	-	-	-	-
ARAP2	116984	17	17	-	-	606645	1	0
ARAP3	64411	20	20	2	-	606647	5	0
ARC	23237	46	46	2	-	612461	1	0
ARCN1	372	44	44	20	4	600820	3	0
AREG	374	17	17	1	-	104640	3	0
AREL1	9870	21	17	6	-	615380	1	0
ARF1	375	38	38	6	4	103180	7	0
ARF3	377	12	12	-	-	103190	2	0
ARF4	378	9	9	-	-	601177	-	-
ARF4-AS1	106144532	3	3	-	-	-	-	-
ARF5	381	23	23	1	-	103188	1	0
ARF6	382	13	13	3	-	600464	2	0
ARFGAP1	55738	41	41	-	-	608377	9	0
ARFGAP2	84364	11	11	-	-	606908	-	-
ARFGAP3	26286	38	37	-	2	612439	4	0
ARFGEF1	10565	81	70	10	3	604141	17	0
ARFGEF2	10564	368	265	353	9	605371	122	24
ARFGEF3	57221	28	28	16	-	617411	2	0
ARFIP1	27236	24	24	-	-	605928	1	0
ARFIP2	23647	17	17	-	-	601638	1	0
ARFRP1	10139	41	41	1	-	604699	7	0
ARG1	383	146	116	128	36	608313	34	5
ARG2	384	14	14	4	-	107830	1	0
ARGFX	503582	16	16	-	-	611164	-	-
ARGLU1	55082	81	81	-	-	614046	5	0
ARHGAP1	392	22	22	7	-	602732	5	0
ARHGAP10	79658	41	41	5	2	609746	4	0
ARHGAP11A	9824	56	57	12	18	610589	7	0
ARHGAP11A-SCG5	114118903	33	34	-	8	-	9	0
ARHGAP11B	89839	154	153	-	8	616310	29	0
ARHGAP12	94134	10	10	1	-	610577	-	-
ARHGAP15	55843	20	20	1	1	610578	2	0
ARHGAP15-AS1	105373654	4	4	-	-	-	-	-
ARHGAP17	55114	26	26	-	-	608293	3	0
ARHGAP18	93663	14	14	1	-	613351	-	-
ARHGAP19	84986	17	17	-	-	611587	2	0
ARHGAP19-SLIT1	100533184	4	4	-	-	-	-	-
ARHGAP20	57569	9	9	1	-	609568	1	0
ARHGAP21	57584	36	36	24	1	609870	2	0
ARHGAP22	58504	67	67	4	-	610585	17	0
ARHGAP22-IT1	100689073	20	20	-	-	-	5	0
ARHGAP23	57636	9	9	-	-	610590	1	0
ARHGAP24	83478	42	40	8	3	610586	9	1
ARHGAP25	9938	14	14	3	-	610587	-	-
ARHGAP26	23092	40	40	6	3	605370	6	0
ARHGAP26-AS1	100874239	6	6	-	-	-	1	0
ARHGAP26-IT1	100874372	6	6	-	-	-	1	0
ARHGAP27	201176	10	10	-	-	610591	1	0
ARHGAP28	79822	96	91	1	-	610592	11	0
ARHGAP29	9411	31	31	18	4	610496	4	0
ARHGAP30	257106	14	14	-	-	614264	3	0
ARHGAP31	57514	245	198	226	3	610911	62	5
ARHGAP31-AS1	100874246	11	11	-	-	-	2	0
ARHGAP32	9743	107	107	29	2	608541	8	0
ARHGAP33	115703	18	18	5	-	614902	3	0
ARHGAP35	2909	19	19	5	1	605277	5	0
ARHGAP36	158763	176	172	-	-	300937	6	0
ARHGAP39	80728	74	74	2	-	615880	8	0
ARHGAP4	393	242	238	8	3	300023	6	0
ARHGAP40	343578	8	8	-	-	-	-	-
ARHGAP42	143872	26	26	-	1	615936	10	0
ARHGAP42-AS1	100128386	8	8	-	-	-	3	0
ARHGAP44	9912	14	14	2	-	617716	3	0
ARHGAP45	23526	43	43	11	-	601155	5	0
ARHGAP5	394	32	32	6	-	602680	4	0
ARHGAP5-AS1	84837	12	12	-	-	-	1	0
ARHGAP6	395	234	229	23	18	300118	16	0
ARHGAP8	23779	57	56	4	3	609405	1	0
ARHGAP9	64333	21	20	3	-	610576	6	0
ARHGDIA	396	35	35	6	4	601925	2	0
ARHGDIB	397	35	35	-	-	602843	2	0
ARHGDIG	398	59	59	1	-	602844	11	0
ARHGEF1	9138	13	13	3	2	601855	1	0
ARHGEF10	9639	219	205	74	4	608136	41	1
ARHGEF10L	55160	30	30	10	2	612494	5	0
ARHGEF11	9826	9	9	2	-	605708	-	-
ARHGEF12	23365	43	43	7	1	604763	2	0
ARHGEF15	22899	161	160	140	1	608504	73	0
ARHGEF16	27237	108	108	3	2	-	8	0
ARHGEF17	9828	11	11	3	-	617043	1	0
ARHGEF18	23370	66	66	54	5	616432	2	0
ARHGEF19	128272	25	25	1	-	612496	4	0
ARHGEF2	9181	29	29	13	1	607560	8	0
ARHGEF25	115557	10	10	2	-	610215	1	0
ARHGEF26	26084	15	15	1	-	617552	3	0
ARHGEF26-AS1	100507524	5	5	-	-	-	-	-
ARHGEF28	64283	57	53	44	-	612790	7	1
ARHGEF3	50650	17	17	-	1	612115	3	0
ARHGEF3-AS1	100874200	2	2	-	-	-	1	0
ARHGEF33	100271715	19	19	-	-	-	2	0
ARHGEF35	445328	54	54	-	-	-	5	0
ARHGEF35-AS1	101928605	31	31	-	1	-	2	0
ARHGEF37	389337	15	15	-	-	-	2	0
ARHGEF38	54848	13	13	-	-	-	3	0
ARHGEF38-IT1	100874374	1	1	-	-	-	-	-
ARHGEF39	84904	68	66	-	-	-	3	0
ARHGEF4	50649	56	55	4	1	605216	24	0
ARHGEF40	55701	34	34	5	-	610018	9	0
ARHGEF5	7984	48	48	-	-	600888	4	0
ARHGEF6	9459	274	248	94	2	300267	37	2
ARHGEF7	8874	110	110	18	2	605477	5	0
ARHGEF7-AS1	100874226	46	46	-	-	-	1	0
ARHGEF7-AS2	100874238	47	47	-	-	-	1	0
ARHGEF9	23229	289	246	151	15	300429	55	8
ARHGEF9-IT1	100874355	69	65	-	-	-	3	0
ARID1A	8289	178	153	147	33	603024	44	3
ARID1B	57492	603	485	520	192	614556	104	16
ARID2	196528	123	105	102	25	609539	8	1
ARID3A	1820	41	41	5	1	603265	5	0
ARID3B	10620	35	35	3	-	612457	2	0
ARID3C	138715	67	65	-	-	-	2	0
ARID4A	5926	23	22	5	1	180201	1	1
ARID4B	51742	40	40	3	1	609696	4	0
ARID5A	10865	43	43	-	-	611583	19	0
ARID5B	84159	17	17	2	-	608538	3	0
ARIH1	25820	18	18	1	-	605624	3	0
ARIH2	10425	13	13	-	-	605615	1	0
ARIH2OS	646450	8	8	-	-	-	-	-
ARL1	400	14	14	-	-	603425	2	0
ARL10	285598	49	48	-	-	-	2	0
ARL11	115761	57	57	2	-	609351	6	0
ARL13A	392509	161	157	-	-	-	9	0
ARL13B	200894	151	116	126	11	608922	53	6
ARL14	80117	18	18	-	-	614439	1	0
ARL14EP	120534	31	30	6	1	612295	1	0
ARL14EPL	644100	28	28	-	-	-	1	0
ARL15	54622	27	27	-	-	-	13	0
ARL16	339231	26	26	1	1	-	2	0
ARL17A	51326	49	46	-	-	-	1	0
ARL17B	100506084	63	58	-	1	-	-	-
ARL2	402	7	7	-	-	601175	1	0
ARL2BP	23568	32	31	10	5	615407	5	0
ARL3	403	24	22	6	2	604695	3	0
ARL4A	10124	35	35	-	-	604786	4	0
ARL4C	10123	35	35	1	-	604787	-	-
ARL4D	379	19	19	-	-	600732	8	0
ARL5A	26225	14	14	-	-	608960	-	-
ARL5B	221079	20	20	-	-	608909	6	0
ARL5C	390790	12	12	-	-	-	3	0
ARL6	84100	73	54	55	16	608845	19	1
ARL6IP1	23204	30	30	13	2	607669	9	0
ARL6IP4	51329	19	19	-	-	607668	3	0
ARL6IP5	10550	12	12	-	-	605709	1	0
ARL6IP6	151188	18	18	3	-	616495	1	0
ARL8A	127829	12	12	2	-	616597	-	-
ARL8B	55207	75	75	-	3	616596	10	0
ARL9	132946	15	15	-	-	612405	1	0
ARLNC1	100996425	20	20	-	-	618053	-	-
ARMC1	55156	24	24	-	-	-	2	0
ARMC10	83787	20	20	-	-	611864	1	0
ARMC12	221481	10	10	2	-	-	2	0
ARMC2	84071	29	23	11	6	618424	-	-
ARMC2-AS1	101929716	10	9	-	1	-	-	-
ARMC3	219681	10	10	-	-	611226	-	-
ARMC4	55130	175	160	161	24	615408	59	1
ARMC5	79798	75	75	55	8	615549	10	0
ARMC6	93436	11	11	-	-	-	-	-
